host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
f,strict_14_with_grace_period,f,87,Mission,37.76522,-122.41834,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,68.0
f,moderate,t,1,Outer Sunset,37.76175,-122.49367,Apartment,Private room,2,1,1,1,Real Bed,1,135,89.0,9.0,8.0,10.0,9.0,10.0,9.0,85.0
f,moderate,f,3,Russian Hill,37.80065,-122.42368,House,Private room,3,1,1,1,Real Bed,30,23,87.0,9.0,9.0,9.0,9.0,10.0,9.0,185.0
t,strict_14_with_grace_period,t,7,North Beach,37.79965,-122.40902,Apartment,Private room,2,1,1,1,Real Bed,2,72,98.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
f,strict_14_with_grace_period,f,4,Outer Mission,3.77255,-122.44042,House,Private room,1,1,1,1,Real Bed,30,2,100.0,9.0,9.0,9.0,9.0,9.0,9.0,78.0
f,strict_14_with_grace_period,f,1,Mission,37.75707,-122.41279,Condominium,Entire home/apt,4,1,2,2,Real Bed,30,48,95.0,10.0,10.0,10.0,10.0,10.0,9.0,279.0
f,moderate,f,2,North Beach,37.80313,-122.40729,Apartment,Entire home/apt,3,1,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,169.0
f,strict_14_with_grace_period,t,1199,Western Addition,37.77065,-122.42775,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,3,100.0,10.0,9.0,10.0,10.0,9.0,9.0,157.0
t,moderate,f,1,Western Addition,3.77779,-122.43643,Apartment,Entire home/apt,8,2,4,4,Real Bed,30,28,97.0,10.0,10.0,10.0,10.0,10.0,10.0,485.0
f,moderate,f,1,Western Addition,37.77469,-122.43339,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
f,strict_14_with_grace_period,f,64,Russian Hill,37.80303,-122.42098,Apartment,Entire home/apt,3,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,196.0
t,strict_14_with_grace_period,t,1,Mission,37.75466,-122.41197,Townhouse,Entire home/apt,8,1,4,4,Real Bed,3,103,98.0,10.0,10.0,10.0,10.0,10.0,9.0,445.0
t,strict_14_with_grace_period,f,1,South of Market,3.77823,-122.39483,Condominium,Entire home/apt,4,2,2,2,Real Bed,3,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
t,flexible,t,1,Excelsior,37.72361,-122.40863,House,Private room,2,1,1,1,Real Bed,1,134,98.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0
t,flexible,t,2,Pacific Heights,37.79364,-12.24231,Guest suite,Entire home/apt,4,1,1,2,Real Bed,1,151,99.0,10.0,10.0,10.0,10.0,10.0,10.0,299.0
t,strict_14_with_grace_period,f,1,Nob Hill,37.79434,-122.41297,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
t,moderate,f,6,Visitacion Valley,37.70991,-122.41966,House,Private room,2,1,1,1,Real Bed,1,94,94.0,9.0,10.0,10.0,9.0,8.0,9.0,90.0
t,strict_14_with_grace_period,f,1,Ocean View,3.77118,-122.45812,Condominium,Private room,2,1,1,1,Real Bed,2,52,98.0,10.0,10.0,10.0,10.0,9.0,10.0,99.0
t,moderate,f,1,Financial District,37.78914,-122.39455,Apartment,Private room,2,1,1,1,Real Bed,30,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
t,strict_14_with_grace_period,f,1,Outer Sunset,37.76252,-122.50516,House,Entire home/apt,2,1,1,1,Real Bed,1,161,99.0,10.0,10.0,10.0,10.0,10.0,9.0,135.0
f,moderate,f,4,Visitacion Valley,37.71971,-122.40058,Apartment,Entire home/apt,4,1,0,2,Real Bed,30,28,91.0,10.0,9.0,10.0,10.0,9.0,10.0,90.0
f,moderate,f,4,Downtown/Civic Center,3.77886,-122.42079,Condominium,Private room,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,89.0
t,strict_14_with_grace_period,f,1,Noe Valley,37.75567,-122.43394,Condominium,Entire home/apt,6,2,2,2,Real Bed,30,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,233.0
t,moderate,f,2,Inner Richmond,3.77796,-122.45442,Guest suite,Entire home/apt,4,1,1,1,Real Bed,2,38,99.0,10.0,10.0,10.0,10.0,10.0,9.0,280.0
f,flexible,f,43,South of Market,37.77375,-122.41784,House,Shared room,4,1,1,4,Real Bed,30,1,80.0,10.0,8.0,10.0,10.0,10.0,10.0,40.0
f,flexible,f,1,South of Market,37.77948,-122.40313,Apartment,Private room,1,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0
f,moderate,t,2,South of Market,3.77761,-122.41565,Apartment,Private room,3,1,1,1,Pull-out Sofa,1,65,97.0,10.0,10.0,9.0,10.0,10.0,9.0,100.0
t,strict_14_with_grace_period,f,9,Ocean View,37.71679,-122.45036,House,Entire home/apt,5,3,4,4,Real Bed,90,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,209.0
f,strict_14_with_grace_period,f,64,Chinatown,37.79093,-122.40851,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,136.0
f,strict_14_with_grace_period,t,4,Potrero Hill,37.76386,-122.39476,House,Private room,2,2,1,1,Real Bed,30,15,97.0,10.0,10.0,10.0,10.0,10.0,9.0,120.0
f,moderate,f,1,Inner Sunset,3.77548,-122.45677,Guest suite,Entire home/apt,2,1,0,1,Real Bed,2,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
f,flexible,t,12,Excelsior,37.71699,-122.43194,Townhouse,Private room,4,3,1,2,Real Bed,1,73,94.0,9.0,9.0,10.0,10.0,9.0,10.0,80.0
f,moderate,f,1,Glen Park,37.73719,-122.43127,Apartment,Entire home/apt,3,1,1,1,Real Bed,3,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
f,moderate,f,4,Haight Ashbury,37.76763,-122.44968,Condominium,Private room,2,0,1,1,Real Bed,1,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
f,strict_14_with_grace_period,t,14,Inner Sunset,3.77657,-122.45968,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,76.0
t,moderate,t,4,Outer Richmond,37.77233,-12.25026,Apartment,Private room,2,1,1,1,Real Bed,1,63,96.0,10.0,10.0,10.0,10.0,10.0,10.0,73.0
f,strict_14_with_grace_period,f,6,Parkside,37.74583,-122.49027,Other,Private room,2,1,1,1,Real Bed,1,7,97.0,10.0,10.0,10.0,9.0,10.0,9.0,99.0
f,flexible,t,1,Inner Sunset,37.76229,-122.47402,House,Private room,2,1,1,1,Real Bed,1,86,94.0,10.0,9.0,10.0,10.0,9.0,9.0,125.0
t,moderate,f,1,Western Addition,37.77687,-122.44095,Apartment,Private room,2,1,1,1,Couch,1,68,99.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
f,moderate,f,4,Haight Ashbury,37.76796,-122.44865,Apartment,Private room,1,1,1,1,Real Bed,2,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,75.0
t,moderate,f,1,Outer Sunset,37.75729,-122.50367,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,106,98.0,10.0,10.0,10.0,10.0,10.0,9.0,140.0
t,moderate,f,1,Potrero Hill,3.77605,-122.40088,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,36,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
f,flexible,f,6,Downtown/Civic Center,37.78528,-122.41477,Apartment,Private room,2,0,1,1,Real Bed,2,13,95.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
t,flexible,t,37,Chinatown,37.79097,-122.40678,Boutique hotel,Private room,4,2,1,2,Real Bed,2,2,90.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0
t,moderate,f,1,Excelsior,37.72557,-122.42012,House,Private room,2,1,1,1,Real Bed,2,71,96.0,10.0,9.0,10.0,10.0,9.0,9.0,59.0
t,moderate,f,2,Seacliff,37.78023,-122.50665,House,Private room,2,1,1,1,Real Bed,2,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,130.0
f,strict_14_with_grace_period,f,6,Parkside,37.74444,-122.49098,Other,Private room,2,1,1,2,Real Bed,1,6,83.0,9.0,9.0,8.0,9.0,8.0,9.0,99.0
f,strict_14_with_grace_period,f,6,Parkside,37.74465,-122.48948,Other,Private room,2,1,1,1,Real Bed,1,10,90.0,10.0,10.0,10.0,10.0,9.0,8.0,125.0
t,moderate,t,35,Haight Ashbury,37.76902,-122.45072,Hostel,Private room,2,1,1,1,Real Bed,1,69,95.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
f,flexible,f,2,Haight Ashbury,37.77211,-122.44822,Apartment,Private room,2,1,1,1,Real Bed,2,23,96.0,10.0,9.0,10.0,10.0,10.0,9.0,150.0
t,moderate,f,1,Bernal Heights,37.74257,-122.41311,House,Entire home/apt,4,1,2,2,Real Bed,3,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0
f,strict_14_with_grace_period,f,1,South of Market,37.77484,-122.39607,Condominium,Private room,2,1,1,1,Real Bed,60,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,140.0
f,flexible,f,21,Castro/Upper Market,37.76575,-122.43054,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
f,moderate,f,4,Haight Ashbury,3.77672,-122.44952,Apartment,Entire home/apt,6,1,3,3,Real Bed,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
f,moderate,f,2,Mission,37.74861,-122.40885,House,Entire home/apt,3,1,1,1,Real Bed,30,4,100.0,9.0,10.0,10.0,10.0,10.0,10.0,275.0
t,strict_14_with_grace_period,f,6,Nob Hill,37.79007,-122.41479,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0
f,flexible,f,1,Western Addition,37.77249,-122.43543,Apartment,Private room,2,1,1,1,Real Bed,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
f,flexible,f,4,Bernal Heights,37.74012,-122.40879,House,Private room,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,113.0
f,strict_14_with_grace_period,f,5,Bayview,37.72835,-122.38484,House,Entire home/apt,8,3,4,4,Real Bed,30,25,94.0,10.0,10.0,10.0,10.0,8.0,10.0,225.0
f,moderate,t,4,Visitacion Valley,37.71989,-122.40003,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,6,83.0,10.0,7.0,10.0,9.0,9.0,9.0,70.0
f,moderate,t,5,Bayview,37.72851,-122.39085,House,Private room,2,1,1,1,Real Bed,30,7,89.0,9.0,9.0,9.0,9.0,7.0,9.0,63.0
t,flexible,t,5,Outer Sunset,3.77471,-122.47862,House,Private room,2,2,1,2,Real Bed,30,74,99.0,10.0,10.0,10.0,10.0,9.0,10.0,40.0
t,flexible,t,5,Parkside,3.77466,-122.47917,House,Private room,2,2,1,2,Real Bed,30,72,98.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0
t,flexible,t,5,Parkside,37.74506,-122.47727,House,Private room,3,2,1,2,Real Bed,30,87,97.0,10.0,10.0,10.0,10.0,9.0,10.0,50.0
t,flexible,t,5,Parkside,37.74657,-122.47787,House,Private room,3,2,1,2,Real Bed,30,76,97.0,10.0,10.0,10.0,10.0,9.0,10.0,50.0
t,moderate,t,2,Noe Valley,37.74966,-122.43298,House,Entire home/apt,4,1,2,2,Real Bed,2,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,295.0
t,moderate,f,2,Castro/Upper Market,0.37761,-122.44489,Guest suite,Entire home/apt,1,1,1,1,Real Bed,2,73,97.0,10.0,10.0,10.0,10.0,10.0,9.0,135.0
t,strict_14_with_grace_period,f,4,Marina,37.80389,-12.24448,Apartment,Private room,1,1,1,1,Real Bed,2,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,155.0
t,moderate,t,6,Lakeshore,37.73338,-122.47376,House,Private room,4,1,1,1,Real Bed,1,33,99.0,10.0,10.0,10.0,10.0,9.0,10.0,180.0
f,moderate,t,2,Outer Sunset,37.75616,-122.47806,Townhouse,Private room,2,1,1,1,Real Bed,2,120,93.0,10.0,10.0,10.0,9.0,9.0,9.0,80.0
t,moderate,f,4,Outer Sunset,37.75747,-122.48785,House,Private room,2,1,1,1,Real Bed,1,28,93.0,10.0,10.0,10.0,10.0,9.0,9.0,120.0
f,strict_14_with_grace_period,t,1,Russian Hill,37.80528,-122.41967,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
f,moderate,t,1,Inner Richmond,37.78539,-122.47739,Condominium,Entire home/apt,6,2,3,5,Real Bed,3,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,330.0
t,moderate,f,3,Bernal Heights,37.73932,-122.41537,Guest suite,Private room,4,1,1,2,Real Bed,2,21,97.0,10.0,10.0,10.0,10.0,10.0,10.0,96.0
t,strict_14_with_grace_period,t,2,West of Twin Peaks,37.74406,-122.45918,Guest suite,Entire home/apt,2,1,0,1,Real Bed,2,52,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
t,strict_14_with_grace_period,f,2,South of Market,37.77594,-122.41407,Apartment,Private room,2,1,1,1,Real Bed,4,51,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
t,moderate,t,1,Castro/Upper Market,37.76675,-122.44065,Apartment,Entire home/apt,2,1,0,1,Real Bed,4,33,98.0,10.0,10.0,10.0,10.0,10.0,9.0,195.0
f,moderate,t,1,Bayview,37.72922,-122.39312,Guest suite,Entire home/apt,4,1,1,3,Real Bed,2,31,98.0,10.0,10.0,10.0,10.0,9.0,10.0,127.0
t,strict_14_with_grace_period,f,5,Mission,37.75054,-122.40907,Apartment,Private room,2,1,1,1,Real Bed,5,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,97.0
f,strict_14_with_grace_period,t,1199,South of Market,37.77794,-12.24133,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,6.0,10.0,147.0
f,flexible,f,2,Visitacion Valley,37.72271,-122.40442,House,Private room,3,1,1,2,Real Bed,1,97,92.0,10.0,9.0,10.0,10.0,9.0,9.0,80.0
f,strict_14_with_grace_period,f,4,Glen Park,37.73369,-122.43452,House,Private room,4,1,1,2,Real Bed,3,57,93.0,10.0,9.0,10.0,10.0,10.0,10.0,80.0
t,moderate,t,6,Lakeshore,37.73404,-122.47484,House,Entire home/apt,15,4,4,8,Real Bed,1,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,260.0
t,strict_14_with_grace_period,t,2,South of Market,37.78159,-122.39678,Apartment,Private room,1,1,1,1,Real Bed,5,49,99.0,10.0,10.0,10.0,10.0,9.0,9.0,80.0
t,strict_14_with_grace_period,f,1,Excelsior,37.71745,-122.43378,House,Entire home/apt,6,2,3,3,Real Bed,30,18,97.0,10.0,10.0,10.0,10.0,9.0,10.0,200.0
f,moderate,f,1,Potrero Hill,37.76518,-1.22397,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,35,92.0,9.0,9.0,10.0,10.0,9.0,9.0,143.0
t,strict_14_with_grace_period,f,5,Parkside,37.74476,-122.48127,House,Shared room,2,1,1,4,Real Bed,30,2,100.0,10.0,9.0,10.0,10.0,9.0,10.0,28.0
t,strict_14_with_grace_period,t,3,Noe Valley,37.74856,-122.43866,House,Entire home/apt,4,1,2,3,Real Bed,1,47,95.0,9.0,9.0,10.0,10.0,10.0,9.0,299.0
f,flexible,f,44,Bernal Heights,37.73767,-122.41144,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,114.0
t,super_strict_30,f,82,Downtown/Civic Center,37.78877,-12.24106,Serviced apartment,Entire home/apt,4,1,0,2,Real Bed,1,13,100.0,10.0,10.0,10.0,10.0,10.0,9.0,239.0
f,strict_14_with_grace_period,f,1,Glen Park,3.77364,-122.42823,Townhouse,Entire home/apt,4,2,2,2,Real Bed,4,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
t,strict_14_with_grace_period,f,1,Mission,3.77578,-122.40896,Apartment,Entire home/apt,3,1,2,2,Real Bed,30,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
f,moderate,f,1,Castro/Upper Market,37.76787,-122.42712,House,Entire home/apt,4,2,2,2,Real Bed,31,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0
t,strict_14_with_grace_period,f,2,South of Market,37.78182,-1.22398,Apartment,Private room,1,1,1,1,Real Bed,5,52,99.0,10.0,10.0,10.0,10.0,9.0,10.0,87.0
t,moderate,f,852,Castro/Upper Market,37.76854,-122.43021,Apartment,Entire home/apt,2,1,1,2,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,166.0
t,moderate,f,852,Haight Ashbury,3.77758,-122.44153,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,2,100.0,9.0,10.0,10.0,10.0,7.0,7.0,156.0
f,flexible,t,2,Pacific Heights,3.77893,-122.43208,Apartment,Private room,2,1,1,1,Real Bed,1,1,80.0,10.0,8.0,10.0,10.0,10.0,8.0,140.0
t,strict_14_with_grace_period,f,12,Castro/Upper Market,37.75903,-122.43726,Apartment,Private room,1,2,1,1,Real Bed,30,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,65.0
f,moderate,f,1,Outer Sunset,37.75668,-122.49424,House,Private room,2,1,1,1,Real Bed,3,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
f,strict_14_with_grace_period,t,2,Haight Ashbury,37.77129,-122.44363,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,2,100.0,10.0,10.0,9.0,10.0,10.0,10.0,200.0
f,strict_14_with_grace_period,f,6,Haight Ashbury,37.75987,-122.44792,House,Private room,1,1,1,1,Real Bed,30,5,80.0,9.0,9.0,10.0,9.0,9.0,9.0,90.0
f,strict_14_with_grace_period,t,1,Inner Sunset,37.75469,-1.22465,Guest suite,Entire home/apt,2,1,1,1,Real Bed,5,26,95.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0
t,strict_14_with_grace_period,t,1,Mission,37.74866,-122.41871,Condominium,Entire home/apt,4,1,2,2,Real Bed,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0
t,strict_14_with_grace_period,t,2,Nob Hill,37.79548,-122.41848,House,Entire home/apt,4,1,1,2,Real Bed,30,4,95.0,9.0,8.0,9.0,10.0,10.0,10.0,100.0
f,strict_14_with_grace_period,t,1,Nob Hill,37.79279,-122.41537,Condominium,Entire home/apt,2,1,1,1,Real Bed,2,20,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
f,flexible,t,1,Twin Peaks,37.75395,-122.45344,House,Private room,2,1,1,1,Real Bed,1,54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
f,flexible,f,10,Nob Hill,37.78922,-122.41974,House,Private room,1,6,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0
f,flexible,f,10,Nob Hill,37.78945,-122.41923,House,Private room,1,6,1,1,Real Bed,30,1,60.0,4.0,4.0,6.0,4.0,8.0,8.0,54.0
t,strict_14_with_grace_period,t,2,Castro/Upper Market,37.76567,-122.43673,Apartment,Entire home/apt,4,2,2,2,Real Bed,3,27,100.0,10.0,10.0,10.0,10.0,10.0,9.0,468.0
t,strict_14_with_grace_period,f,1,Castro/Upper Market,37.76345,-122.44074,Apartment,Entire home/apt,2,1,0,1,Real Bed,2,112,99.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
f,flexible,f,1,Marina,37.80278,-122.43949,Condominium,Private room,1,1,1,1,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
f,flexible,f,43,South of Market,37.77217,-122.41656,House,Shared room,4,3,1,4,Real Bed,180,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0
f,moderate,f,8,Noe Valley,37.75376,-122.43565,Apartment,Private room,6,2,2,4,Real Bed,30,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,260.0
f,strict_14_with_grace_period,t,8,Noe Valley,37.75147,-122.43694,Apartment,Private room,4,2,2,2,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
f,moderate,t,2,Bernal Heights,37.74741,-122.41262,House,Private room,2,1,1,1,Real Bed,5,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
t,flexible,f,1,Potrero Hill,37.75743,-122.38947,Apartment,Entire home/apt,4,2,2,2,Real Bed,2,22,96.0,10.0,10.0,10.0,10.0,9.0,10.0,400.0
f,flexible,t,1,Bayview,37.73297,-122.39631,House,Entire home/apt,3,1,2,2,Real Bed,2,27,95.0,10.0,10.0,10.0,9.0,8.0,9.0,110.0
t,moderate,f,4,Castro/Upper Market,37.76142,-122.42893,Condominium,Private room,1,1,1,1,Real Bed,2,82,98.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
f,flexible,t,2,Downtown/Civic Center,3.77894,-122.41345,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,1,100.0,10.0,10.0,6.0,10.0,10.0,6.0,795.0
f,strict_14_with_grace_period,f,1,Marina,37.80031,-122.43142,Serviced apartment,Entire home/apt,6,2,3,3,Real Bed,30,4,95.0,10.0,10.0,10.0,9.0,10.0,9.0,265.0
f,strict_14_with_grace_period,f,1,Western Addition,37.76965,-122.42759,Apartment,Entire home/apt,2,1,1,1,Real Bed,180,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
f,flexible,f,12,Excelsior,37.71633,-122.43187,Townhouse,Private room,2,2,1,1,Real Bed,1,66,96.0,10.0,9.0,10.0,10.0,9.0,9.0,70.0
f,flexible,f,43,South of Market,37.77241,-122.41788,House,Shared room,4,3,1,4,Real Bed,180,1,40.0,2.0,2.0,6.0,4.0,10.0,2.0,40.0
f,flexible,t,43,South of Market,37.77359,-122.41671,House,Shared room,4,3,1,4,Real Bed,180,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0
f,flexible,f,43,South of Market,3.77738,-122.41653,House,Shared room,10,3,1,10,Real Bed,90,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0
f,moderate,f,1,Potrero Hill,37.75939,-122.40234,House,Entire home/apt,5,1,2,3,Real Bed,30,18,95.0,10.0,10.0,10.0,10.0,10.0,10.0,299.0
f,flexible,f,1,West of Twin Peaks,37.73998,-12.24696,Guest suite,Private room,2,1,1,1,Real Bed,1,22,94.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
f,moderate,t,2,Excelsior,37.72029,-122.43114,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,5,84.0,9.0,8.0,10.0,10.0,9.0,9.0,110.0
f,flexible,t,2,Excelsior,37.71856,-12.24314,Apartment,Private room,2,1,1,1,Real Bed,30,11,95.0,10.0,9.0,9.0,10.0,9.0,9.0,72.0
f,flexible,t,12,Visitacion Valley,37.71548,-12.24307,Townhouse,Private room,2,3,1,1,Real Bed,1,52,98.0,10.0,10.0,10.0,10.0,9.0,10.0,58.0
t,moderate,f,852,North Beach,37.80463,-12.24063,Condominium,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,166.0
t,moderate,t,1,Bernal Heights,37.74688,-122.40864,Condominium,Private room,2,1,1,1,Real Bed,2,155,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
f,moderate,f,1,Noe Valley,37.74497,-122.43287,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,7,97.0,9.0,10.0,10.0,10.0,10.0,10.0,140.0
t,moderate,t,1,Crocker Amazon,3.77158,-122.44006,House,Private room,2,1,1,1,Real Bed,2,42,98.0,10.0,10.0,10.0,10.0,9.0,10.0,119.0
f,strict_14_with_grace_period,t,1199,South of Market,37.77904,-122.41319,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,9.0,8.0,147.0
t,moderate,f,3,Visitacion Valley,37.71834,-122.40353,House,Private room,2,1,1,1,Real Bed,2,27,98.0,10.0,10.0,10.0,10.0,9.0,10.0,125.0
f,moderate,t,1,Bernal Heights,37.74719,-122.40561,Apartment,Entire home/apt,5,2,2,1,Real Bed,2,14,97.0,10.0,10.0,10.0,10.0,9.0,10.0,320.0
f,flexible,t,1,North Beach,37.80255,-122.40771,Condominium,Private room,1,2,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
t,moderate,t,6,South of Market,37.77037,-122.40047,Condominium,Entire home/apt,4,1,1,3,Real Bed,40,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
t,flexible,t,1,Twin Peaks,37.74749,-122.45039,House,Private room,2,1,1,1,Real Bed,2,42,97.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
f,flexible,f,8,Marina,37.80257,-122.43585,Apartment,Entire home/apt,10,2,3,5,Real Bed,30,8,93.0,10.0,9.0,10.0,9.0,10.0,9.0,260.0
t,moderate,t,3,Potrero Hill,37.75931,-12.23967,House,Private room,6,1,3,3,Real Bed,1,20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
t,moderate,f,1,Western Addition,37.77897,-122.44535,Guest suite,Entire home/apt,2,1,0,1,Real Bed,5,18,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
t,moderate,t,2,Castro/Upper Market,37.76455,-122.42918,House,Entire home/apt,4,1,2,2,Real Bed,1,25,95.0,10.0,9.0,10.0,10.0,10.0,10.0,349.0
f,flexible,f,1,Nob Hill,37.79455,-122.41355,House,Entire home/apt,2,1,0,1,Real Bed,30,1,80.0,4.0,8.0,8.0,8.0,10.0,6.0,200.0
f,flexible,f,1,Pacific Heights,37.79532,-122.42799,Condominium,Entire home/apt,2,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
t,strict_14_with_grace_period,f,1,Glen Park,37.73452,-122.43307,House,Private room,2,1,1,1,Real Bed,1,60,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
t,strict_14_with_grace_period,t,1,West of Twin Peaks,37.74486,-122.45683,House,Entire home/apt,5,1,3,3,Real Bed,1,112,100.0,10.0,10.0,10.0,10.0,10.0,9.0,360.0
t,strict_14_with_grace_period,t,1,Parkside,37.74084,-122.50142,Guest suite,Entire home/apt,12,2,3,6,Real Bed,2,75,97.0,10.0,10.0,10.0,10.0,9.0,10.0,298.0
t,strict_14_with_grace_period,f,1,Inner Sunset,37.76181,-122.45348,House,Entire home/apt,9,3,4,7,Real Bed,5,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1495.0
t,strict_14_with_grace_period,t,1,North Beach,37.80293,-122.40576,Condominium,Entire home/apt,4,1,1,2,Real Bed,30,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,151.0
